R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,education,major
3,4,1,4,2,2,3,2,1,5,5,1,1,3,2,5,2,1,1,1,2,1,3,2,1,4,1,1,3,3,4,5,1,3,4,1,4,2,1,2,3,5,5,4,5,5,4,4,2,Computer programming
2,2,2,3,2,2,2,2,4,4,4,3,4,3,4,4,1,2,4,2,4,2,3,2,3,5,4,2,3,2,3,3,1,3,1,2,4,2,2,2,1,3,2,2,4,3,2,3,3,sociology
1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,4,2,4,2,2,4,1,2,4,2,4,3,2,2,4,4,4,4,1,2,4,4,2,Healthcare management
4,5,4,5,5,5,5,5,2,2,3,2,2,2,4,3,2,3,2,1,1,4,3,3,1,3,1,1,1,4,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,engineering
2,4,4,4,3,5,2,4,4,5,5,5,5,5,5,5,2,2,4,3,3,3,4,2,5,2,1,2,4,3,5,3,3,3,3,3,4,3,4,4,1,1,4,3,5,3,1,1,4,biology
5,1,0,1,1,1,1,1,5,3,3,5,3,3,3,1,3,3,1,5,3,3,1,3,5,5,5,1,5,5,5,5,1,1,5,3,5,3,3,3,5,3,5,5,3,3,3,5,2,currently atttending CTU for BSBA Cont. in He
4,4,1,3,1,5,4,4,4,4,4,1,4,2,3,3,3,3,5,4,4,5,2,5,2,4,2,3,1,4,4,3,1,1,1,1,2,4,1,4,1,3,1,1,1,2,1,1,3,Graphic Design
3,3,1,2,3,2,3,5,5,3,2,2,2,2,2,3,3,2,4,2,2,2,2,4,4,5,5,2,3,5,4,5,1,1,4,1,4,3,1,4,3,1,3,4,3,2,5,3,3,finance
2,2,2,1,3,2,3,3,4,5,3,2,1,3,1,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,1,5,2,1,4,5,3,4,3,2,2,Psychology
3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,5,5,4,5,5,5,2,3,3,4,4,3,4,3,4,4,3,3,4,3,3,3,3,3,2,3,3,3,2,3,3,2,3,Accounting and finance
3,2,2,3,2,3,2,2,4,4,4,3,4,4,4,4,3,4,4,4,5,5,3,4,3,5,4,4,5,4,4,3,1,3,3,2,3,3,2,2,1,2,2,2,4,3,2,2,3,English
4,3,3,2,1,3,2,1,5,3,3,3,2,4,3,2,5,3,5,5,4,4,2,2,5,4,5,5,5,1,1,3,0,1,5,5,5,3,2,4,3,3,4,3,4,4,4,2,4,Psychology
3,3,2,5,3,5,3,2,1,2,4,1,4,1,5,3,3,3,2,3,3,3,4,4,2,2,5,3,2,3,1,4,5,4,1,5,4,1,4,3,5,3,3,2,2,3,2,3,2,Criminology
5,1,1,4,1,2,2,2,5,5,5,5,5,5,3,2,5,1,1,5,2,5,2,2,3,3,3,5,4,2,5,4,3,1,2,2,4,2,2,4,1,1,4,2,1,5,1,2,4,English
2,1,1,3,1,2,1,1,1,3,2,2,1,3,1,2,5,4,4,5,4,5,4,4,4,4,3,3,4,4,5,3,2,4,1,4,2,3,1,4,1,1,1,1,1,2,1,1,2,music
3,2,3,3,1,2,2,2,5,3,3,3,2,5,3,5,5,4,3,4,4,5,5,3,5,4,5,2,5,2,3,3,1,2,2,2,3,2,1,2,3,1,2,3,2,2,2,3,4,Philosophy
1,3,3,4,2,5,1,4,2,3,5,2,3,3,4,5,2,1,4,1,1,2,3,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,5,5,1,2,4,CS
1,1,1,2,1,1,2,1,5,3,3,3,4,2,2,1,2,2,2,3,3,4,2,1,5,4,4,4,4,4,4,4,2,2,3,2,3,2,2,2,2,3,3,4,4,4,3,3,4,Biotechnology
4,3,2,4,1,2,3,2,4,4,3,3,2,2,2,2,2,4,4,2,3,2,2,4,3,2,3,2,3,3,3,2,3,2,3,2,3,3,3,4,3,4,4,3,3,3,3,3,2,Design
4,2,2,4,1,1,3,3,1,2,2,2,1,4,3,2,3,1,1,2,1,2,3,1,4,1,2,2,1,2,2,1,5,3,2,1,3,1,4,1,3,2,1,1,4,3,4,3,2,Accountancy
2,5,3,1,3,1,3,3,1,2,1,4,2,1,2,1,1,5,1,1,3,3,1,1,5,4,4,5,4,4,4,3,5,1,5,4,5,4,1,4,4,4,4,4,3,1,4,4,3,Business 
1,1,1,1,1,1,1,1,3,4,3,1,2,1,1,1,2,4,4,4,3,3,1,4,3,4,4,3,3,4,4,4,1,5,3,5,2,4,4,4,1,1,1,1,1,1,1,1,4,Education 
2,4,5,4,3,5,3,4,5,5,5,5,5,5,4,4,0,3,4,5,5,3,3,3,2,3,4,4,4,2,4,2,4,1,4,4,4,3,3,4,4,3,4,4,5,4,5,5,2,DMS
3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,3,2,4,4,3,5,3,3,4,1,1,4,1,2,1,1,5,4,5,4,5,4,4,3,4,2,4,3,1,2,4,4,3,Business
5,3,2,4,3,3,4,3,4,4,2,4,3,3,3,4,5,5,3,4,5,5,3,4,3,5,4,3,3,4,2,1,1,4,2,1,3,2,2,2,3,3,3,4,4,5,4,3,3,Music
4,3,2,1,1,2,3,3,3,3,3,3,2,2,3,3,2,2,4,5,4,5,3,3,3,4,4,3,4,4,3,4,2,1,3,3,2,4,2,3,2,2,2,3,1,2,2,4,2,psychology
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,5,4,2,2,3,2,3,3,2,2,3,2,4,1,2,3,3,1,2,4,2,3,2,1,4,Human resources
1,1,1,4,2,3,4,1,3,1,1,3,1,1,3,1,1,1,1,3,1,1,3,1,1,3,1,4,1,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,1,4,1,1,2,pre med
5,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,3,3,5,2,5,1,3,3,1,3,3,4,4,3,3,1,2,3,1,3,3,1,1,4,2,pre law
1,1,1,1,1,1,1,1,5,2,3,5,5,1,5,2,4,3,1,5,3,4,4,4,4,4,4,3,4,3,4,5,3,3,3,3,4,3,3,3,1,1,2,2,2,3,1,3,4,Health Sciences
1,2,1,1,1,2,1,2,2,1,1,1,3,1,3,1,1,2,3,3,4,3,4,4,5,3,4,4,4,1,1,2,4,1,3,4,5,2,4,3,2,1,2,3,1,3,3,2,4,English
3,2,1,3,1,5,4,3,5,1,3,4,2,4,3,2,4,1,1,5,5,5,2,3,3,3,2,5,5,3,5,3,2,2,2,3,2,1,1,2,1,1,3,2,3,5,1,2,2,applied science
4,1,5,5,5,4,4,3,4,1,2,4,2,4,2,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,4,3,5,4,4,4,4,computer science
3,2,2,3,3,3,3,1,1,2,2,1,1,1,1,1,3,2,4,1,1,1,1,1,3,5,2,3,1,1,1,2,4,3,2,1,4,1,1,1,4,4,4,3,4,3,3,4,2,information technology
4,3,2,3,1,3,3,1,3,4,4,5,4,4,4,2,5,4,5,5,5,5,5,4,2,2,1,5,3,5,5,1,3,1,2,1,4,1,2,1,1,2,3,1,4,3,1,1,2,Computing
2,1,1,3,1,1,1,1,3,5,5,3,5,4,1,4,1,3,4,2,4,4,1,3,4,4,1,2,3,4,4,1,2,2,4,3,5,4,3,2,4,1,3,3,4,3,4,3,4,Marketing
4,1,3,2,2,2,1,1,4,4,4,2,4,4,2,2,4,2,1,5,4,5,1,1,4,4,4,3,4,4,4,3,1,4,2,1,2,1,1,4,2,4,2,2,2,3,2,3,4,Yes 
3,3,1,3,1,3,1,3,4,3,4,3,3,4,3,4,4,3,3,3,3,5,3,2,4,4,1,3,1,2,2,1,1,1,1,2,1,1,1,1,1,3,1,1,2,2,1,2,2,Geology
2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,1,4,1,4,1,4,1,4,1,1,1,2,1,4,1,4,1,4,1,3,1,1,4,1,1,1,1,2,Psychology
1,1,1,1,1,1,1,1,2,3,4,4,1,4,1,1,1,4,2,3,4,1,2,1,5,5,5,1,5,4,4,3,2,4,4,3,2,4,4,3,1,1,1,1,1,1,1,1,3,theology
1,1,1,1,1,1,1,1,3,4,4,3,3,3,3,3,4,3,4,5,5,5,2,3,5,3,4,5,4,3,4,3,1,1,1,3,2,2,2,2,1,1,2,2,3,1,1,1,4,adult education
4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,4,4,2,4,3,1,4,3,5,4,4,4,5,4,2,4,3,5,4,5,5,3,5,4,4,3,4,3,3,3,4,2,Business Management
5,1,1,2,1,4,1,3,2,2,3,4,2,2,2,1,1,3,1,1,4,1,1,3,4,2,4,2,4,4,3,1,2,2,4,1,4,3,2,3,2,1,1,1,1,1,1,3,4,MD medicine 
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Graphic Design
3,4,1,1,1,3,3,0,4,5,3,4,4,2,4,2,2,5,1,5,5,5,1,4,5,4,1,3,5,3,5,3,1,4,2,3,1,2,4,2,2,2,2,1,1,2,1,1,4,Languages
1,4,1,2,1,4,1,5,3,3,3,1,1,4,1,5,3,4,3,1,2,4,2,5,2,5,4,3,4,5,4,5,1,2,3,3,1,2,3,4,1,2,1,2,1,1,1,3,2,Social Work 
1,1,1,1,1,1,1,1,3,5,3,1,2,4,1,3,4,3,5,2,2,5,2,4,1,3,2,1,3,4,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,art education
1,3,1,1,1,3,1,4,5,1,1,5,1,1,1,1,1,1,2,2,3,3,1,2,5,4,5,5,5,3,4,4,1,1,3,1,1,1,3,1,1,1,1,1,1,1,2,1,4,psychology
3,3,1,4,1,4,3,1,5,5,5,4,4,4,3,5,1,1,3,1,1,1,5,1,5,1,3,5,4,5,4,1,5,1,1,3,4,3,4,4,1,1,1,1,3,4,1,1,3,engineering
4,1,2,4,3,1,3,2,2,2,2,3,2,2,3,1,5,2,2,3,1,4,2,3,4,4,3,4,4,4,4,4,4,4,5,4,5,5,4,4,4,3,4,4,4,3,4,4,2,Global Business
1,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,4,4,1,3,1,1,4,4,2,3,4,3,3,3,2,1,1,2,3,3,2,1,3,1,1,1,2,2,2,1,1,3,Architectural Engineering
4,4,4,5,4,5,5,4,4,5,4,4,4,5,4,5,3,4,4,4,3,4,1,4,2,2,1,2,2,2,2,2,3,2,5,3,5,4,4,4,3,3,4,3,3,4,4,3,3,Construction Management
3,3,1,1,2,3,2,3,5,5,4,3,3,5,4,5,5,4,5,4,4,4,5,5,4,4,3,4,3,4,4,3,3,4,2,4,3,3,3,4,3,2,1,2,2,2,2,2,2,product design
3,2,2,2,2,4,2,2,2,2,1,2,1,1,1,1,1,1,2,5,1,3,3,1,4,3,4,1,5,2,1,2,3,1,4,3,3,4,3,3,3,4,3,2,1,1,1,2,2,Psychology
5,3,1,3,3,2,4,3,3,4,4,3,3,4,2,4,4,4,4,4,4,4,3,3,3,2,1,5,1,3,5,1,4,4,5,3,5,5,5,5,3,3,5,3,3,3,4,3,3,management
1,2,1,2,1,3,1,1,4,4,5,4,4,2,4,4,1,3,4,3,5,4,1,3,5,3,3,4,3,1,3,1,1,1,2,1,5,1,2,1,5,4,4,5,5,5,3,4,4,English/Business
1,1,1,4,1,4,3,1,4,5,5,2,5,5,5,3,2,5,3,5,5,5,1,5,1,5,1,1,2,4,5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,biology
3,1,1,1,1,1,2,1,5,4,4,5,4,4,4,1,1,1,4,3,1,4,1,1,4,3,4,4,5,4,3,3,2,2,3,2,1,2,1,1,1,1,1,1,1,2,1,1,2,biology
1,2,1,4,1,3,3,1,3,2,1,3,1,1,2,1,3,3,4,4,1,3,2,3,2,3,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,3,Finance
2,1,1,2,1,1,1,1,5,3,5,4,5,5,5,4,3,2,1,1,2,2,1,1,4,3,1,1,3,1,3,1,1,2,2,1,4,1,1,1,1,3,2,2,4,3,3,3,3,Mechanical engineering 
2,1,1,1,1,1,1,1,3,5,5,3,5,5,4,2,2,4,4,4,5,5,3,2,4,5,5,4,5,5,5,3,1,1,4,1,3,3,1,3,3,2,2,3,4,3,2,3,3,Accounting
1,1,1,1,1,1,1,1,4,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Nursing
1,3,5,5,4,3,5,3,4,4,5,5,5,5,5,5,1,1,5,1,1,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,Mechatronics Engineering
2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,4,3,2,3,1,4,1,3,4,3,3,4,3,2,1,2,3,4,1,4,3,3,1,2,2,3,3,1,1,1,1,2,Communication
4,1,2,2,2,1,3,2,2,1,1,3,2,2,3,2,4,2,1,2,1,3,2,4,4,5,3,3,4,4,4,3,4,4,5,4,5,4,4,4,4,2,3,4,4,3,4,4,2,Global Business
2,2,1,2,2,4,4,4,4,5,4,4,5,5,5,5,4,2,2,1,4,4,1,1,4,3,3,1,4,3,5,2,1,1,5,5,4,1,1,4,4,4,3,5,5,2,2,4,2,psychology
4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,2,2,5,2,5,3,4,4,3,3,4,4,3,4,4,4,2,3,4,4,5,4,4,4,4,4,4,3,3,3,4,2,engineering
1,1,1,2,1,1,1,1,5,4,5,5,5,3,5,1,4,5,5,5,5,5,4,5,1,5,1,1,2,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,Senior High School
1,3,1,1,1,1,1,1,3,3,3,4,3,3,3,1,1,3,5,4,4,4,1,1,5,5,4,1,4,3,4,4,3,3,4,2,5,3,4,3,3,3,1,4,1,3,1,1,4,Business
2,1,1,2,2,1,1,2,4,5,3,1,1,1,1,2,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,2,2,5,4,4,4,2,2,1,2,2,4,2,1,2,1,3,Bs Psychology
5,4,1,5,2,4,5,4,1,1,1,2,1,1,1,1,2,4,4,2,1,5,4,2,3,3,1,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,none
3,1,1,1,1,3,1,1,5,5,5,4,5,5,5,1,1,1,3,1,4,1,1,1,5,3,3,1,5,4,5,1,3,3,5,3,5,4,3,4,4,3,3,4,3,3,3,1,4,Business
4,2,2,2,1,2,3,2,2,1,3,2,2,2,2,1,1,1,4,2,2,5,1,4,2,5,3,4,3,5,5,4,2,2,3,3,4,4,3,4,3,3,2,3,3,2,2,3,3,English
2,2,2,2,2,2,2,2,4,4,4,5,5,5,5,5,3,4,4,3,5,4,2,3,5,3,3,4,4,3,3,4,2,2,5,2,4,4,2,4,2,3,2,3,2,3,2,4,3,business management 
3,3,3,3,1,2,2,4,4,4,3,3,3,3,3,3,3,4,2,3,3,4,2,3,3,4,2,2,3,3,3,4,2,2,2,1,4,3,2,2,3,2,1,2,4,4,2,3,2,civil engineerimg
1,3,1,1,1,4,1,4,5,5,5,5,4,4,4,2,2,4,5,3,5,3,3,5,4,4,4,4,5,4,5,4,1,3,2,4,3,2,4,2,1,2,2,1,4,3,1,1,4,counseling psychology
1,2,1,2,1,3,1,2,2,4,1,2,1,4,1,1,3,2,3,3,2,5,3,3,4,5,3,4,3,5,4,4,4,5,5,2,5,4,4,5,4,3,4,3,3,3,4,3,3,Business Management
1,2,1,2,1,3,1,2,3,3,1,5,3,3,2,2,1,2,1,3,4,2,5,1,5,5,5,3,5,3,3,3,4,4,5,5,5,5,5,3,5,1,5,5,4,3,4,5,2,human services
1,1,1,1,1,3,1,2,2,3,2,2,1,3,1,1,3,2,2,3,3,5,4,3,4,4,2,4,4,5,5,5,3,5,5,2,5,5,5,5,4,3,4,4,2,3,4,3,3,Business Management
1,1,1,4,1,1,1,1,5,5,5,5,5,5,5,4,4,3,4,4,4,5,4,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,Physics
1,1,1,1,1,1,1,1,2,3,3,2,2,3,2,2,3,2,3,2,2,3,3,3,4,2,4,3,4,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,art history
1,4,1,5,3,5,4,4,4,5,4,4,4,1,2,2,3,4,5,5,5,5,4,3,5,4,3,5,5,2,3,5,2,4,2,3,4,3,1,3,1,2,1,2,3,4,1,1,2,Music Business
1,1,1,1,1,2,1,1,1,5,4,1,1,3,1,5,2,5,3,4,4,2,1,5,5,3,4,2,2,5,5,4,2,1,5,1,5,3,1,5,1,1,1,1,4,1,1,1,3,economics
1,1,1,1,1,1,1,1,4,2,1,4,2,3,1,2,3,2,3,3,2,3,2,2,3,5,3,4,3,5,5,3,1,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,2,health sciences
3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,4,5,2,3,4,3,1,3,2,1,1,1,1,1,1,1,1,1,4,Undecided
2,2,1,2,3,1,1,1,5,5,3,4,3,4,3,1,2,2,3,3,1,1,1,1,3,5,4,4,4,4,4,4,3,4,3,2,4,4,3,1,4,3,2,2,2,2,2,2,2,Exercise science
5,1,1,1,1,1,1,1,5,5,3,5,4,3,5,3,1,4,2,2,3,2,3,3,3,4,5,4,4,1,1,2,1,2,3,2,5,1,1,1,2,2,1,3,5,3,1,2,3,psychology
3,1,1,3,1,2,3,2,4,3,2,4,2,2,3,1,3,5,2,5,4,5,3,4,4,5,3,5,5,5,5,4,3,4,3,4,4,4,3,4,3,3,4,4,4,3,4,3,2,General Education
4,4,2,5,3,4,3,4,2,4,2,4,1,2,2,1,3,3,3,3,3,4,2,3,3,5,3,3,4,3,3,3,4,4,3,2,3,3,3,3,4,3,3,2,3,3,2,3,2,Electrical Engineering
2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,1,3,4,4,5,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,3,Fashion
4,1,1,3,1,1,1,1,5,3,4,5,5,3,4,1,3,1,1,1,1,3,1,1,5,3,5,5,5,3,3,5,2,1,1,1,2,1,1,1,2,4,3,4,5,5,1,4,2,Nursing
4,2,1,3,1,2,2,1,5,5,5,5,5,5,5,5,1,4,2,2,4,5,5,5,5,5,4,3,5,5,5,1,1,3,2,1,3,3,2,2,3,3,2,3,2,3,1,1,2,anthropology
4,3,1,1,1,4,1,1,4,5,5,4,2,4,3,3,2,4,5,3,5,5,4,4,5,5,3,5,5,5,5,4,3,2,2,3,1,2,3,4,2,1,1,2,1,2,2,1,2,Speech-Language Pathology 
2,2,1,4,1,2,1,1,4,4,4,4,4,4,4,4,2,2,2,2,2,4,2,2,4,2,4,2,4,4,2,2,1,2,1,1,1,1,2,2,2,2,2,2,4,4,2,2,3,Scoring
1,1,1,1,1,1,1,1,4,5,4,1,1,4,1,1,2,3,3,5,2,4,4,3,4,4,5,1,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Psychology
4,2,1,5,1,4,4,3,5,4,2,4,4,4,2,1,2,1,1,2,1,4,1,1,3,5,2,5,3,3,4,2,1,2,1,1,2,2,2,1,1,3,3,2,2,3,2,2,2,psychology
4,2,2,2,2,1,3,2,5,5,5,4,4,4,4,3,3,3,5,3,4,3,2,3,5,4,2,4,3,3,4,3,3,5,4,3,5,5,5,4,3,4,2,0,3,4,4,4,2,veterinary medicine
3,1,2,2,2,2,1,2,4,4,4,3,4,3,4,2,5,5,3,4,3,4,0,4,4,3,3,5,3,3,3,3,2,1,2,3,4,1,2,3,1,2,2,2,1,3,2,2,3,Business
2,4,2,2,3,4,1,3,3,5,4,1,1,4,1,4,4,5,5,5,1,5,1,5,4,3,4,3,4,1,4,2,1,3,3,3,4,5,4,1,4,4,3,4,4,4,4,5,3,Psychology
2,3,2,5,2,4,4,3,5,4,4,4,4,4,4,5,3,4,1,1,3,1,1,4,5,5,5,4,4,5,5,5,1,1,3,3,4,2,1,4,3,3,4,4,4,3,4,4,3,Computer engineering 
3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,4,3,4,4,1,3,2,4,4,1,3,1,1,3,3,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,Veterinary Medicine
3,4,1,1,1,4,3,3,3,1,3,1,1,1,1,1,5,3,1,4,1,5,3,3,5,5,1,5,5,5,5,5,0,1,5,1,5,5,4,5,4,4,3,5,5,4,3,5,2,Music/ Electical Eng.
5,2,2,1,1,2,1,1,5,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,5,5,5,4,4,1,4,1,1,1,2,1,4,1,2,1,5,2,2,1,4,1,4,1,3,PSYCHOLOGY
3,4,2,3,3,4,4,4,4,4,4,4,4,4,4,1,3,3,3,4,4,5,3,3,4,5,4,4,4,2,4,5,2,4,4,5,3,4,5,2,3,3,2,4,4,4,4,4,2,psychology
1,4,1,1,1,1,1,1,5,2,4,5,4,1,3,1,1,4,3,1,1,1,1,1,1,3,3,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,3,psychology 
4,1,2,4,2,2,3,2,4,4,4,3,4,4,3,4,1,1,2,4,4,2,2,1,4,3,4,4,4,4,4,2,1,1,2,1,4,1,1,1,1,1,3,2,4,4,1,2,3,Civil engineering 
3,1,1,1,1,1,1,1,5,4,4,1,4,4,3,4,2,2,4,3,5,4,5,4,1,5,5,3,5,4,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,2,nutrition
5,4,5,0,4,4,4,0,5,5,5,4,5,5,5,4,1,1,4,5,1,5,5,1,3,1,4,5,4,3,5,3,3,2,3,3,2,2,3,2,3,3,1,1,2,2,3,1,3,psychology
2,3,2,1,1,2,1,2,5,5,5,5,5,5,5,5,2,3,4,3,5,3,1,4,4,5,5,3,5,5,5,4,4,3,2,1,3,2,3,1,2,2,2,1,3,3,2,1,2,Psychology
2,2,2,2,2,2,3,3,2,1,3,2,3,2,3,3,2,2,2,3,3,3,2,2,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,5,3,4,3,2,Finance
3,3,3,3,5,5,3,1,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,2,business
2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,4,3,2,4,2,2,4,4,4,4,1,4,3,4,3,2,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,Writing
3,1,1,1,1,1,1,1,4,4,4,4,3,3,1,1,1,4,3,2,4,3,1,4,2,3,5,3,4,5,3,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,Psychology
2,4,3,4,2,4,2,3,4,5,5,4,3,5,4,5,4,4,5,5,5,5,4,4,4,5,5,3,5,3,5,5,3,4,3,2,4,4,4,4,2,2,3,2,2,2,2,2,2,psychology
3,5,1,4,3,5,3,4,4,2,3,5,3,2,3,2,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,1,2,1,5,4,1,4,5,3,2,1,2,4,2,1,2,Business
4,4,0,3,3,3,0,4,3,5,5,3,3,3,4,3,5,4,5,3,3,5,4,5,3,3,4,3,4,5,5,5,3,3,4,5,4,3,3,3,3,3,4,4,3,3,4,3,2,English
4,2,2,5,3,1,4,2,1,4,4,4,4,4,5,2,5,5,5,5,4,5,5,5,4,2,2,4,3,4,4,4,4,2,4,3,4,5,5,5,2,4,4,2,4,5,5,2,2,Marketing 
5,3,2,3,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,5,5,5,1,4,4,1,4,5,1,5,3,2,5,1,3,2,English
4,2,3,5,2,1,2,2,5,2,3,3,3,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,1,3,4,3,1,5,3,2,1,3,1,1,3,IT
5,5,4,5,4,5,4,5,3,5,5,3,3,3,2,3,4,2,5,4,5,4,3,5,5,5,2,3,3,5,5,4,3,4,3,2,4,2,5,4,5,4,4,3,5,5,3,4,2,Arquitectura
5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,3,4,5,4,3,1,5,3,5,2,5,5,3,3,3,3,1,5,4,3,5,4,2,Business 
1,1,1,1,1,1,1,1,4,5,5,4,4,5,5,5,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,Education
5,1,2,3,4,4,3,2,3,4,4,5,4,1,3,3,4,4,4,4,4,4,3,4,2,4,4,4,4,4,3,4,4,2,4,2,4,4,4,3,2,4,3,4,4,4,2,4,4,socilogy
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,5,5,5,1,0,1,5,5,1,5,1,3,3,3,5,1,3,1,3,1,2,1,1,1,1,1,3,1,2,2,Psychology
1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,4,1,4,1,1,5,4,1,4,1,1,5,1,4,4,1,1,1,3,1,1,2,4,5,4,4,5,1,1,3,computer science
2,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,2,3,4,4,5,2,1,3,5,5,5,3,5,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,1,2,1,3,Psychology
5,4,4,5,5,5,4,4,4,5,5,4,4,5,5,5,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,3,1,1,1,3,4,3,3,5,3,1,3,3,mechanical engineering
1,3,1,2,2,3,1,3,4,1,1,1,1,1,1,1,3,1,1,1,3,3,1,1,5,4,3,5,4,3,4,3,3,1,3,1,5,1,2,0,2,1,2,3,2,1,2,2,3,Business
1,4,1,1,1,1,1,3,5,5,4,1,4,2,3,1,4,1,1,2,3,4,1,1,5,3,3,5,2,2,1,3,1,3,4,1,4,2,3,3,1,3,1,4,4,1,1,4,4,Psychology
1,3,2,2,3,2,2,2,3,5,3,3,2,5,2,2,2,5,5,2,5,2,2,5,3,5,5,5,5,5,5,5,2,4,5,5,4,2,2,5,2,5,3,5,2,2,2,5,2,undecided
4,4,0,4,0,4,4,3,5,3,5,3,3,1,3,3,5,4,4,3,4,5,1,4,3,3,3,3,3,3,3,3,4,4,5,3,3,4,3,4,4,5,5,3,4,3,3,3,3,Business Management
4,1,1,3,1,2,4,3,3,2,2,3,2,2,3,2,5,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,5,2,4,1,4,4,3,3,4,2,4,4,4,4,3,4,4,HSP
2,2,2,2,1,2,1,1,4,3,3,1,1,2,1,1,2,2,4,3,4,3,4,3,3,4,4,1,4,4,4,4,4,2,3,1,4,3,3,3,2,2,2,3,1,1,1,1,3,Social welfare
2,2,2,2,1,2,3,2,4,3,2,4,2,2,3,2,2,2,2,4,2,2,1,2,4,5,4,5,5,4,4,4,4,4,3,2,5,3,4,3,2,3,2,1,3,4,2,3,2,psychology
